"","Length","gencodeID","ensemblID","gene_type","Symbol","EntrezID","Class","NumTx","meanExprs","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ENSG00000221916.3",744,"ENSG00000221916.3","ENSG00000221916","protein_coding","C19orf73",55150,"InGen",1,0.792982261194981,1.13719834777502,-0.804022024303362,3.07404080692734,0.00215699640103973,0.0510339858065949,-1.50915609669007
"ENSG00000281181.1",923,"ENSG00000281181.1","ENSG00000281181","lincRNA","CH507-513H4.3",NA,"InGen",1,4.17716429009584,6.55004537348983,-3.53371927056079,3.08292271798236,0.00209411740620692,0.0501499417031716,-1.50980785837184
"ENSG00000144043.11",4260,"ENSG00000144043.11","ENSG00000144043","protein_coding","TEX261",113419,"InGen",6,5.69819105484343,-0.533949390276385,4.5458729500313,-3.20203699156669,0.00139856187244021,0.0398245471628703,-1.51201718394335
"ENSG00000131386.17",5679,"ENSG00000131386.17","ENSG00000131386","protein_coding","GALNT15",117248,"InGen",6,10.2658002122934,-1.41638976954355,5.63471501261222,-3.21482667370228,0.00133820812213359,0.0389158106926498,-1.52186921762268
"ENSG00000133065.10",6357,"ENSG00000133065.10","ENSG00000133065","protein_coding","SLC41A1",254428,"InGen",4,7.82964389609741,-0.566145595032336,5.5124088772711,-3.21533276487059,0.00133587014046606,0.0388913235294923,-1.5237284380225
"ENSG00000137185.11",3705,"ENSG00000137185.11","ENSG00000137185","protein_coding","ZSCAN9",7746,"InGen",8,1.62876457619508,-0.603977486850104,2.48088329788591,-3.15461825114335,0.00164492866990399,0.0436184246646144,-1.52765164098597
"ENSG00000152495.10",13910,"ENSG00000152495.10","ENSG00000152495","protein_coding","CAMK4",814,"InGen",13,15.0329999049879,1.50698799855765,7.90830130850058,3.21561954477291,0.00133454698308118,0.0388913235294923,-1.52766628460506
"ENSG00000265544.1",632,"ENSG00000265544.1","ENSG00000265544","sense_intronic","AA06",100506677,"InGen",1,2.21827205895349,2.88208933419193,-0.286504510651331,3.09126836361381,0.00203657311447261,0.0495293057343863,-1.52773993224848
"ENSG00000179388.8",4855,"ENSG00000179388.8","ENSG00000179388","protein_coding","EGR3",1960,"InGen",5,9.78048169908431,2.3820570016997,5.09073917346349,3.08290478605895,0.00209424264068098,0.0501499417031716,-1.52898676007123
"ENSG00000279068.1",631,"ENSG00000279068.1","ENSG00000279068","protein_coding","CH17-140K24.5",NA,"InGen",2,0.331413843966032,1.74706693844785,-2.62972773918257,3.06864615725864,0.0021960287070532,0.0516205735316177,-1.52923292545403
"ENSG00000117335.19",8708,"ENSG00000117335.19","ENSG00000117335","protein_coding","CD46",4179,"InGen",19,9.41871697520476,-0.629378424351428,6.26229093304513,-3.21419089808028,0.00134115056151408,0.038957801450551,-1.52998919097362
"ENSG00000197162.9",4952,"ENSG00000197162.9","ENSG00000197162","protein_coding","ZNF785",146540,"InGen",4,3.5771985697671,0.470405082817789,4.01968153615328,3.1692474735744,0.00156495737607919,0.0422489738975149,-1.53075409196752
"ENSG00000166046.10",6558,"ENSG00000166046.10","ENSG00000166046","protein_coding","TCP11L2",255394,"InGen",10,3.9615047371995,-1.04152625576214,4.63938654201958,-3.20085510167931,0.00140426413712989,0.0399431718130229,-1.53458799237296
"ENSG00000136161.12",3545,"ENSG00000136161.12","ENSG00000136161","protein_coding","RCBTB2",1102,"InGen",7,4.62742963234711,-0.67811336774117,4.0692601932967,-3.18278397260388,0.00149416765391606,0.0410627596897565,-1.53507805068715
"ENSG00000109089.7",3536,"ENSG00000109089.7","ENSG00000109089","protein_coding","CDR2L",30850,"InGen",1,3.33325798980188,-1.12434498229203,3.5552616291549,-3.19067240029167,0.00145428907355038,0.0405671752512475,-1.53641375102617
"ENSG00000185386.14",2688,"ENSG00000185386.14","ENSG00000185386","protein_coding","MAPK11",5600,"InGen",4,15.2693266492058,1.04624715463781,5.00242588919352,3.1770615419554,0.00152372504308538,0.0415275730643079,-1.53663426040978
"ENSG00000170248.13",9038,"ENSG00000170248.13","ENSG00000170248","protein_coding","PDCD6IP",10015,"InGen",17,11.5172350408318,-0.475445562445976,6.6758613856802,-3.21129926263927,0.00135460891872484,0.0392610063199649,-1.53856285911451
"ENSG00000227397.1",190,"ENSG00000227397.1","ENSG00000227397","processed_pseudogene","CTD-2526L21.3",NA,"InGen",1,0.303938283935244,2.27827535106746,-4.59344494021457,3.11343949870926,0.00189068304365233,0.0477389602495606,-1.53972443304826
"ENSG00000155099.7",3066,"ENSG00000155099.7","ENSG00000155099","protein_coding","TMEM55A",55529,"InGen",6,9.9996808419988,-0.68110451776155,4.88019100133826,-3.19792819446028,0.00141847810276534,0.0400320568702483,-1.5408737179215
"ENSG00000152217.16",11151,"ENSG00000152217.16","ENSG00000152217","protein_coding","SETBP1",26040,"InGen",3,5.17915436485165,0.91608089525276,5.43546768486875,3.1913276168088,0.00145102131144225,0.0405630667256727,-1.54214311377953
"ENSG00000177453.7",3619,"ENSG00000177453.7","ENSG00000177453","protein_coding","NIM1K",167359,"InGen",5,4.67204338118921,0.518487219990194,3.91419228830809,3.16640341796148,0.00158021812502385,0.0425284791039028,-1.54348381929167
"ENSG00000199094.3",72,"ENSG00000199094.3","ENSG00000199094","miRNA","MIR30C2",407032,"InGen",1,1.74481018227907,-1.90182626047701,-3.21029002271887,-3.06435476337527,0.00222754027033776,0.0522196500885852,-1.54537352087461
"ENSG00000265840.1",287,"ENSG00000265840.1","ENSG00000265840","antisense","AC010761.10",NA,"InGen",1,0.365785891344055,2.00913969952044,-3.58812738452085,3.07764282337266,0.00213129010857798,0.0508114510131223,-1.54643770628925
"ENSG00000168938.5",2098,"ENSG00000168938.5","ENSG00000168938","protein_coding","PPIC",5480,"InGen",2,0.941726472933933,-0.848768767934489,0.989734505444432,-3.10193509541266,0.00196513967176312,0.0486568582728548,-1.54791684722828
"ENSG00000121904.17",18157,"ENSG00000121904.17","ENSG00000121904","protein_coding","CSMD2",114784,"InGen",10,4.11552066287676,0.969856167721979,5.69850039304406,3.19388419869851,0.00143833555784157,0.0403821250893791,-1.54885072136827
"ENSG00000198502.5",1260,"ENSG00000198502.5","ENSG00000198502","protein_coding","HLA-DRB5",3127,"InGen",1,2.7800114821089,-3.76342379690509,0.378691128754067,-3.07332023935092,0.00216217286899807,0.05110197295292,-1.54915738384746
"ENSG00000205663.5",3700,"ENSG00000205663.5","ENSG00000205663","lincRNA","RP11-706O15.5",NA,"InGen",3,0.274052832041123,4.51652853578701,-2.40424545920603,3.05967755113928,0.00226235696570784,0.0528927665417918,-1.54998610371467
"ENSG00000108771.12",3843,"ENSG00000108771.12","ENSG00000108771","protein_coding","DHX58",79132,"InGen",8,2.24982876345862,-0.643299657446711,2.9130939579998,-3.15335573252077,0.00165200385005198,0.0437360449018852,-1.55123657498933
"ENSG00000279675.1",5356,"ENSG00000279675.1","ENSG00000279675","TEC","RP11-454H19.2",NA,"InGen",1,3.5669307801602,1.10528114209352,4.02639276095402,3.14077538542757,0.00172405173802848,0.0446878335845109,-1.5514621881769
"ENSG00000115084.12",7445,"ENSG00000115084.12","ENSG00000115084","protein_coding","SLC35F5",80255,"InGen",12,5.86168282618763,-0.677560624220432,5.36796840561356,-3.1950284179401,0.00143269116698741,0.0403107196529641,-1.55806106238901
"ENSG00000199899.2",99,"ENSG00000199899.2","ENSG00000199899","misc_RNA","Y_RNA",NA,"InGen",1,1.11891335445792,2.58957367440376,-3.33965992325912,3.09336369316233,0.00202235550468663,0.0493600194174695,-1.55881131120147
"ENSG00000151136.14",7924,"ENSG00000151136.14","ENSG00000151136","protein_coding","BTBD11",121551,"InGen",7,2.08657094082529,-1.38414040181399,3.76292414839057,-3.20500147586711,0.00138435304548596,0.0396286795669887,-1.55893576265466
"ENSG00000141469.16",6376,"ENSG00000141469.16","ENSG00000141469","protein_coding","SLC14A1",6563,"InGen",21,5.50992771822484,-1.78227637018719,4.77309395491252,-3.20296145140879,0.00139411653844714,0.0397851171970897,-1.56500381681488
"ENSG00000282080.1",561,"ENSG00000282080.1","ENSG00000282080","lincRNA","RP11-69M1.8",NA,"InGen",1,0.933538717780426,1.83919078683752,-1.53901455623741,3.05881629889232,0.00226882220221895,0.0529962620065483,-1.56577862966642
"ENSG00000169989.2",2472,"ENSG00000169989.2","ENSG00000169989","protein_coding","TIGD4",201798,"InGen",1,0.986112888325094,-0.69753229896015,1.15825328340427,-3.08677619709952,0.00206736412326052,0.0499046726801551,-1.56626981438929
"ENSG00000162520.14",3487,"ENSG00000162520.14","ENSG00000162520","protein_coding","SYNC",81493,"InGen",4,2.06109338753606,-0.77800856756364,2.56779926223508,-3.14466508677734,0.00170147217020364,0.044345133785124,-1.56676504722019
"ENSG00000272321.1",2622,"ENSG00000272321.1","ENSG00000272321","antisense","KB-1517D11.4",NA,"InGen",1,2.96525627299413,2.54522452702513,2.2039387349205,3.07403478920657,0.00215703958445443,0.0510339858065949,-1.570138284127
"ENSG00000239149.1",152,"ENSG00000239149.1","ENSG00000239149","snoRNA","SNORA59A",677885,"InGen",1,2.92414660070939,-1.32360732717595,-1.34036795811287,-3.05156861929488,0.00232390408171815,0.0537516533065022,-1.57016418937056
"ENSG00000277170.1",479,"ENSG00000277170.1","ENSG00000277170","sense_intronic","RP11-295D4.4",NA,"InGen",1,0.591755867886377,1.52025680114751,-1.97569480962363,3.05371001624915,0.00230750332414675,0.0536107876864765,-1.57225073132491
"ENSG00000005075.15",1355,"ENSG00000005075.15","ENSG00000005075","protein_coding","POLR2J",5439,"InGen",2,7.58476417350614,0.742033273016385,3.38988310724157,3.15485091524293,0.00164362786583788,0.0436184246646144,-1.57445434390874
"ENSG00000148484.17",4191,"ENSG00000148484.17","ENSG00000148484","protein_coding","RSU1",6251,"InGen",5,5.79320063525824,-0.47569075241394,4.54925273857909,-3.18728638635247,0.00147128462868982,0.040909580509816,-1.57840725776116
"ENSG00000118181.10",1477,"ENSG00000118181.10","ENSG00000118181","protein_coding","RPS25",6230,"InGen",6,84.5769816588922,0.838277701588085,6.91090640659622,3.19878670722314,0.00141429519650088,0.0400320568702483,-1.58071857977511
"ENSG00000237748.1",336,"ENSG00000237748.1","ENSG00000237748","processed_pseudogene","UQCRBP1",NA,"InGen",1,2.64105204001614,-1.40552165062772,-0.392136148722622,-3.05071557383754,0.00233046719395081,0.0537599699275361,-1.58431384245631
"ENSG00000207370.1",113,"ENSG00000207370.1","ENSG00000207370","misc_RNA","Y_RNA",NA,"InGen",1,6.04557973650813,-1.36730076854122,-0.760700609025984,-3.0460677670386,0.00236652572443073,0.0541116409707565,-1.58551152694179
"ENSG00000136267.13",9491,"ENSG00000136267.13","ENSG00000136267","protein_coding","DGKB",1607,"InGen",13,18.6545986098471,1.71232366332017,7.74785912142283,3.19134542532457,0.00145093258966489,0.0405630667256727,-1.5859896916419
"ENSG00000228382.1",870,"ENSG00000228382.1","ENSG00000228382","sense_intronic","ITPKB-IT1",NA,"InGen",2,1.45331215811414,-1.28673051305422,-0.104813966778256,-3.0765297859983,0.00213920326981996,0.0508828971718017,-1.58705661139606
"ENSG00000074696.12",7097,"ENSG00000074696.12","ENSG00000074696","protein_coding","HACD3",51495,"InGen",12,21.9744671508065,-0.519963559832099,7.24388726941831,-3.1889310069501,0.00146300696170325,0.0407666184248242,-1.59516533434935
"ENSG00000162976.12",2275,"ENSG00000162976.12","ENSG00000162976","protein_coding","PQLC3",130814,"InGen",10,1.87301727828705,-0.65489563573738,2.00913938256382,-3.10340139543661,0.00195550216743435,0.0486568582728548,-1.60065472100611
"ENSG00000173068.17",15323,"ENSG00000173068.17","ENSG00000173068","protein_coding","BNC2",54796,"InGen",14,0.190923036028336,-1.23640880932532,1.45628484707039,-3.10397965316932,0.001951713429901,0.0486568582728548,-1.60155001922335
"ENSG00000165502.6",746,"ENSG00000165502.6","ENSG00000165502","protein_coding","RPL36AL",6166,"InGen",1,66.3729563679974,0.748358691462012,5.59547966038303,3.18821771048327,0.00146659181823783,0.0408227559855964,-1.60169594945668
"ENSG00000111218.11",6644,"ENSG00000111218.11","ENSG00000111218","protein_coding","PRMT8",56341,"InGen",4,2.95263925136672,1.78704222827562,4.24655244563684,3.1103499709771,0.00191041947362534,0.0480334778588384,-1.60368997852654
"ENSG00000196155.12",7328,"ENSG00000196155.12","ENSG00000196155","protein_coding","PLEKHG4",25894,"InGen",15,0.412828468059767,-1.05492525817694,1.46017839920662,-3.09084790444322,0.00203943712807921,0.0495526041643022,-1.60514166410891
"ENSG00000225827.1",367,"ENSG00000225827.1","ENSG00000225827","processed_pseudogene","SFTPA3P",NA,"InGen",1,0.321101378465251,2.40598683993673,-3.9523994361852,3.0719921220301,0.0021717437856639,0.0512671910825843,-1.60518827976911
"ENSG00000198835.3",2243,"ENSG00000198835.3","ENSG00000198835","protein_coding","GJC2",57165,"InGen",1,3.22694753559653,-1.50225382215778,2.80778729380324,-3.12951527340448,0.00179098072603833,0.0457835957871628,-1.60547899166823
"ENSG00000162825.16",18995,"ENSG00000162825.16","ENSG00000162825","protein_coding","NBPF20",100288142,"InGen",5,0.310496423596263,-0.779478924987044,2.19983261758961,-3.12433622027133,0.00182256027153905,0.0465451099601888,-1.60549441261962
"ENSG00000267092.2",457,"ENSG00000267092.2","ENSG00000267092","antisense","CTB-25B13.9",NA,"InGen",1,0.984581050638909,1.29761001147185,-1.08063605013419,3.03796603667394,0.00243060538925521,0.0549803453893598,-1.60617126170588
"ENSG00000152034.10",2392,"ENSG00000152034.10","ENSG00000152034","protein_coding","MCHR2",84539,"InGen",2,4.5773282625626,6.67637490218792,1.9759068864955,3.0569716718416,0.00228272647811739,0.0532241369105596,-1.60678943986823
"ENSG00000263563.5",1459,"ENSG00000263563.5","ENSG00000263563","transcribed_unprocessed_pseudogene","UBBP4",NA,"InGen",2,0.561382145508236,-1.28829541124702,-0.615366799827458,-3.03999457455007,0.0024144133969548,0.0548688107465306,-1.60680246941032
"ENSG00000260328.1",3077,"ENSG00000260328.1","ENSG00000260328","lincRNA","RP11-416I2.1",NA,"InGen",1,5.3993653255308,2.61176976351701,3.82971919990707,3.04165000767696,0.00240127287793984,0.0547526782410615,-1.60933659222737
"ENSG00000108107.13",6933,"ENSG00000108107.13","ENSG00000108107","protein_coding","RPL28",6158,"InGen",12,12.1576057080232,0.816242847307152,6.32842156811628,3.18684724064013,0.00147350222471653,0.0409220614882434,-1.61651726525402
"ENSG00000187231.13",11349,"ENSG00000187231.13","ENSG00000187231","protein_coding","SESTD1",91404,"InGen",9,10.7299657956576,-0.620926481254935,6.81945381442635,-3.18333536257624,0.00149134774010455,0.0410319602291269,-1.61748040421242
"ENSG00000091436.16",13799,"ENSG00000091436.16","ENSG00000091436","protein_coding","AC013461.1",51776,"InGen",8,2.08123895760875,-0.840383771848242,4.76039269085546,-3.18339314785425,0.0014910524995132,0.0410319602291269,-1.61855519562158
"ENSG00000143819.12",2508,"ENSG00000143819.12","ENSG00000143819","protein_coding","EPHX1",2052,"InGen",6,15.2805775762342,-0.896754108163959,5.18206038557947,-3.18539456246658,0.00148085994347834,0.0409966109232758,-1.61912637938952
"ENSG00000227081.5",255,"ENSG00000227081.5","ENSG00000227081","processed_pseudogene","RP11-543P15.1",NA,"InGen",1,19.9587747865447,1.9627669356012,2.44518251354626,3.08980341888722,0.00204656779919623,0.0495955026612384,-1.62072210742952
"ENSG00000167588.12",3991,"ENSG00000167588.12","ENSG00000167588","protein_coding","GPD1",2819,"InGen",7,4.49589895755187,-1.45723506032881,3.9110706654112,-3.16719356774024,0.00157596460385198,0.0424803977794366,-1.623101428922
"ENSG00000119912.15",7607,"ENSG00000119912.15","ENSG00000119912","protein_coding","IDE",3416,"InGen",8,4.04072693878328,-0.396092930009428,4.91346419463779,-3.16703867369472,0.00157679759432096,0.0424803977794366,-1.62644388145457
"ENSG00000171160.17",2512,"ENSG00000171160.17","ENSG00000171160","protein_coding","MORN4",118812,"InGen",3,12.5237654318181,0.685245831327317,4.80045866318095,3.17071128464766,0.00155715586864198,0.0421662770507658,-1.62861798584169
"ENSG00000240823.3",275,"ENSG00000240823.3","ENSG00000240823","misc_RNA","RN7SL23P",NA,"InGen",1,1.47924038348807,-1.4003265338083,-1.62096889030893,-3.02794230929238,0.00251208609660744,0.0561313767645103,-1.63201482657497
"ENSG00000160285.14",7238,"ENSG00000160285.14","ENSG00000160285","protein_coding","LSS",4047,"InGen",11,11.0916837974023,-0.823831852481339,6.14734889815985,-3.18036273667924,0.00150660863021419,0.0412737736230859,-1.63394794878284
"ENSG00000231728.3",1311,"ENSG00000231728.3","ENSG00000231728","antisense","LL0XNC01-116E7.2",NA,"InGen",2,1.10441492781232,1.06777333684199,0.141084243018822,3.03047528387082,0.00249126319455825,0.0558821574724074,-1.63786188080194
"ENSG00000277978.1",382,"ENSG00000277978.1","ENSG00000277978","antisense","RP11-403P17.6",NA,"InGen",1,0.931330177683539,1.52379320792306,-1.70348596549478,3.02884133382269,0.00250467727911212,0.0560383820157977,-1.6394423683881
"ENSG00000021645.18",15535,"ENSG00000021645.18","ENSG00000021645","protein_coding","NRXN3",9369,"InGen",18,16.4565134132878,0.830776926266804,7.70965220127272,3.17784764934222,0.00151963295357397,0.0415163430270582,-1.6421986418503
"ENSG00000256745.1",549,"ENSG00000256745.1","ENSG00000256745","processed_pseudogene","RP11-680H20.1",NA,"InGen",1,5.61571920275324,0.915441029761291,1.558104658515,3.05559482392262,0.00229315565629839,0.0533250990630104,-1.64462710024089
"ENSG00000232150.3",1093,"ENSG00000232150.3","ENSG00000232150","processed_pseudogene","ST13P4",NA,"InGen",1,0.549902593962496,-1.04822990904442,-0.690846426945828,-3.02357927436382,0.00254832753378757,0.0566251446353925,-1.6523788242012
"ENSG00000254392.1",671,"ENSG00000254392.1","ENSG00000254392","processed_pseudogene","RP11-759A9.2",NA,"InGen",1,1.12929681210814,2.41787426159424,-1.02646021673608,3.02669577947785,0.00252239189814237,0.0561929259365084,-1.65566540863759
"ENSG00000139239.7",645,"ENSG00000139239.7","ENSG00000139239","processed_pseudogene","RPL14P1",NA,"InGen",1,8.6857887467903,0.870930363544014,2.39030610548443,3.07605066588095,0.00214261788029533,0.0509175316745137,-1.65578137451436
"ENSG00000048471.13",11298,"ENSG00000048471.13","ENSG00000048471","protein_coding","SNX29",92017,"InGen",8,4.5397032599801,-0.62357138275466,5.56328226366443,-3.17286670519609,0.00154573362031334,0.0419477898339313,-1.65699155680272
"ENSG00000088827.12",7886,"ENSG00000088827.12","ENSG00000088827","protein_coding","SIGLEC1",6614,"InGen",2,0.217537736438561,-1.59432553367517,0.726364733408941,-3.04706131124965,0.00235877492340158,0.0540702167967732,-1.6570026459172
"ENSG00000122375.11",2456,"ENSG00000122375.11","ENSG00000122375","protein_coding","OPN4",94233,"InGen",3,0.979638562282448,3.5285901100465,0.826598141318434,3.01860106769706,0.00259026325194594,0.0571660984924367,-1.66004055937121
"ENSG00000005243.9",1851,"ENSG00000005243.9","ENSG00000005243","protein_coding","COPZ2",51226,"InGen",10,1.52459961231923,-0.908420114688228,1.33982374123896,-3.07127104141167,0.00217695643746335,0.0512902377002157,-1.66004103991939
"ENSG00000158092.6",3727,"ENSG00000158092.6","ENSG00000158092","protein_coding","NCK1",4690,"InGen",12,3.80298174961834,-0.46264984871921,3.83470080544197,-3.1380163986308,0.0017402344441937,0.0449727784096898,-1.66109122152926
"ENSG00000198171.12",1832,"ENSG00000198171.12","ENSG00000198171","protein_coding","DDRGK1",65992,"InGen",4,22.8594292292504,0.682374404707689,5.25289313467979,3.14866688267683,0.00167852636962075,0.0440791197549497,-1.66117106242919
"ENSG00000214263.2",862,"ENSG00000214263.2","ENSG00000214263","processed_pseudogene","RPSAP53",NA,"InGen",1,0.213914218039707,-1.87678415809959,-2.8718345990152,-3.01724857711504,0.00260176507107188,0.0572509586443315,-1.66208900372098
"ENSG00000238456.1",103,"ENSG00000238456.1","ENSG00000238456","snRNA","RNU6-1014P",NA,"InGen",1,0.804186828886214,-2.13295818320491,-3.98369146439068,-3.01895382062564,0.00258727104163037,0.0571559160627106,-1.66314513900327
"ENSG00000233225.3",1148,"ENSG00000233225.3","ENSG00000233225","processed_pseudogene","AC004987.9",NA,"InGen",1,2.99255475273083,1.2657023730825,1.27533812403295,3.02909564555194,0.00250258514275217,0.0560383820157977,-1.66443132391834
"ENSG00000184702.17",5914,"ENSG00000184702.17","ENSG00000184702","protein_coding","SEPT5",5413,"InGen",16,45.0909384113819,0.988865082381295,7.85687971742104,3.17004784731335,0.00156068726176483,0.042177492132393,-1.66695928632889
"ENSG00000138166.5",2615,"ENSG00000138166.5","ENSG00000138166","protein_coding","DUSP5",1847,"InGen",2,2.81452175046561,-1.33480912529024,2.49521325852269,-3.09862358721345,0.00198706595011078,0.0489665787402654,-1.66817694187945
"ENSG00000197934.8",3713,"ENSG00000197934.8","ENSG00000197934","antisense","CYYR1-AS1",100996571,"InGen",2,0.957431424841127,1.18840796753246,1.58576213471311,3.05092133250951,0.00232888258632123,0.0537599699275361,-1.6749438345626
"ENSG00000283064.1",1578,"ENSG00000283064.1","ENSG00000283064","antisense","RP1-221C16.8",NA,"InGen",1,0.245830540755826,1.61609615646208,-1.55152043934385,3.02781318152859,0.00251315187914032,0.0561313767645103,-1.68084886408582
"ENSG00000203809.6",2860,"ENSG00000203809.6","ENSG00000203809","lincRNA","LIN28B-AS1",100113403,"InGen",5,0.330212198233262,1.39960906997813,-0.344430527584013,3.01197819637515,0.00264703275505387,0.057781324572536,-1.68239056159185
"ENSG00000272702.1",2890,"ENSG00000272702.1","ENSG00000272702","processed_transcript","RP11-44N22.3",NA,"InGen",2,0.228645565604168,1.4098967132794,-0.797804358414313,3.01081955148483,0.00265708058880814,0.0579034209118475,-1.68243518796403
"ENSG00000259275.2",5303,"ENSG00000259275.2","ENSG00000259275","lincRNA","RP11-522B15.3",NA,"InGen",2,0.33882079027266,-2.19897332502794,-1.1393198546752,-3.05287059250478,0.00231391970156435,0.0536639468343175,-1.68609682748347
"ENSG00000165300.7",21103,"ENSG00000165300.7","ENSG00000165300","protein_coding","SLITRK5",26050,"InGen",1,5.03614753143912,0.88275092702699,6.42188691649378,3.15444760828119,0.00164588332163962,0.0436184246646144,-1.68715491849546
"ENSG00000176014.12",4117,"ENSG00000176014.12","ENSG00000176014","protein_coding","TUBB6",84617,"InGen",14,1.24771301991853,-1.1959413854274,1.58870275139533,-3.10295368654578,0.00195844019245413,0.0486568582728548,-1.69534048841511
"ENSG00000136942.14",1535,"ENSG00000136942.14","ENSG00000136942","protein_coding","RPL35",11224,"InGen",6,65.7716031839651,0.895084704873748,6.52598061093468,3.16161044188243,0.00160624718599207,0.0431842961131559,-1.69654542877132
"ENSG00000132953.16",10500,"ENSG00000132953.16","ENSG00000132953","protein_coding","XPO4",64328,"InGen",4,4.69653385121336,-0.352271447681529,5.54801329493909,-3.15651209635653,0.00163436785529344,0.0435926090645111,-1.69721950053733
"ENSG00000182230.11",10769,"ENSG00000182230.11","ENSG00000182230","protein_coding","FAM153B",202134,"InGen",21,3.96517892266047,1.79017187125485,4.83302078881971,3.10201621703351,0.00196460534754192,0.0486568582728548,-1.69860390467803
"ENSG00000230461.8",10290,"ENSG00000230461.8","ENSG00000230461","processed_transcript","PROX1-AS1",NA,"InGen",46,0.443950359560923,-0.888775056205535,2.01425294083389,-3.09311555173314,0.00202403446586723,0.0493600194174695,-1.702878503992
"ENSG00000019169.10",2079,"ENSG00000019169.10","ENSG00000019169","protein_coding","MARCO",8685,"InGen",3,0.302820354606317,-2.89048708023225,-1.14788439026875,-3.0013353476454,0.00274064957959481,0.0590807692954443,-1.70298859531292
"ENSG00000070159.13",9995,"ENSG00000070159.13","ENSG00000070159","protein_coding","PTPN3",5774,"InGen",6,3.28184401661599,-3.10226354203053,3.97096251721584,-3.1576693431561,0.00162794538532154,0.0435926090645111,-1.70419716435118
"ENSG00000157617.16",8602,"ENSG00000157617.16","ENSG00000157617","protein_coding","C2CD2",25966,"InGen",8,4.01223174566645,-0.554820489007663,5.10999356582848,-3.15577290998265,0.00163848238965209,0.0435926090645111,-1.70625960142205
"ENSG00000145014.17",4561,"ENSG00000145014.17","ENSG00000145014","protein_coding","TMEM44",93109,"InGen",14,1.50970773932884,1.11355557846106,2.67016448798474,3.05110803141995,0.00232744561841308,0.0537599699275361,-1.70869515513863
"ENSG00000118873.15",10344,"ENSG00000118873.15","ENSG00000118873","protein_coding","RAB3GAP2",25782,"InGen",10,8.22673518347233,-0.583720852464761,6.40267222980978,-3.15563504942037,0.00163925081825006,0.0435926090645111,-1.71187844850316
"ENSG00000171462.14",2236,"ENSG00000171462.14","ENSG00000171462","protein_coding","DLK2",65989,"InGen",4,1.49520750072626,1.14774729318667,1.61481218029725,3.02439060149214,0.00254155224151603,0.0565712972388132,-1.71278324366403
"ENSG00000168216.10",2402,"ENSG00000168216.10","ENSG00000168216","protein_coding","LMBRD1",55788,"InGen",3,27.9889365880324,-0.616650712517643,6.05455495142907,-3.15304376305482,0.00165375644758875,0.0437379045009281,-1.71429026647603
"ENSG00000259307.1",568,"ENSG00000259307.1","ENSG00000259307","antisense","PLCB2-AS1",NA,"InGen",1,0.285616187825264,3.20596088064982,-3.0886756826177,3.04705967086766,0.00235878770108877,0.0540702167967732,-1.71495789164602
"ENSG00000233532.5",1152,"ENSG00000233532.5","ENSG00000233532","lincRNA","LINC00460",NA,"InGen",3,1.11160145179423,3.83571083784392,0.28746311017576,3.02696688528614,0.00252014721641996,0.0561929259365084,-1.71584778599244
"ENSG00000257342.1",699,"ENSG00000257342.1","ENSG00000257342","antisense","RP11-571M6.7",NA,"InGen",1,0.539404166476844,2.0829611129971,-1.83840466594313,3.01036401123543,0.00266104060902416,0.0579113608166683,-1.72275278707557
"ENSG00000279542.1",343,"ENSG00000279542.1","ENSG00000279542","TEC","RP11-963H4.6",NA,"InGen",1,0.330992881717469,-1.73083638463878,-4.07642555912074,-2.99603705621413,0.00278837482527243,0.0596643363847181,-1.72295934971588
"ENSG00000048649.13",15740,"ENSG00000048649.13","ENSG00000048649","protein_coding","RSF1",51773,"InGen",12,10.2354651541621,0.282763689301101,7.20277827624813,3.15087676472221,0.00166597766753367,0.0438594049645772,-1.72352806571672
"ENSG00000101846.6",6521,"ENSG00000101846.6","ENSG00000101846","protein_coding","STS",412,"InGen",1,6.53137787465944,-1.02697588582556,5.29700497537637,-3.15219600756154,0.00165852766551122,0.0437792432376804,-1.72460270833904
"ENSG00000227053.1",407,"ENSG00000227053.1","ENSG00000227053","antisense","RP11-395B7.4",102724094,"InGen",2,2.40658479313658,2.68211218819712,-0.535688126855432,2.99308538990457,0.00281529088712763,0.0599933872815935,-1.72538835502232
"ENSG00000174137.12",4239,"ENSG00000174137.12","ENSG00000174137","protein_coding","FAM53A",152877,"InGen",7,0.372699648803148,-1.21338506969156,0.405315086919318,-3.01374690349187,0.00263176146624149,0.0576221449351239,-1.72658258522934
"ENSG00000067606.16",7636,"ENSG00000067606.16","ENSG00000067606","protein_coding","PRKCZ",5590,"InGen",26,14.0650645776279,0.646361018916918,6.63243383856837,3.15073402268819,0.00166678560293108,0.0438594049645772,-1.72836133227839
"ENSG00000179071.4",1412,"ENSG00000179071.4","ENSG00000179071","protein_coding","CCDC89",220388,"InGen",1,0.773625227024601,-0.983313342355656,0.0665698170272908,-3.00954217840196,0.00266819848063871,0.0579513985794864,-1.73260156131781
"ENSG00000167775.10",2277,"ENSG00000167775.10","ENSG00000167775","protein_coding","CD320",51293,"InGen",6,3.93155041703818,-0.739285551675339,3.14045265451169,-3.11006506583416,0.00191224900315015,0.0480334778588384,-1.7333585590603
